date,userid,tweet,lang,,,
2023-01-30 16:21:28+00:00,3d3c33843427608619963fc466af00e11fd21d868516be71dc36a1af427d6046,@healthbyjames What's a COVID-19 vaccine? I've never had one.,en,,,
2023-01-30 16:20:56+00:00,acf94f7133f22a6207c227d3320e4d0735e88c3dc3338d6ea4ece2f3412b98fd,FDA Faces Lawsuit Over COVID-19 Jab Safety Data https://t.co/F6zUYIvVCh #covid #FDA #Vaccine,en,,,
2023-01-30 16:20:53+00:00,9c479707f701d0120c6c286d61809fc740c4c2b695144af394971d2e61654951,@ericareport Never side effects Never get Covid-19 Vaccine works,en,,,
2023-01-30 16:20:44+00:00,50ddbd7d6c1c6c6d42dba4e3bd1cc0be,"@IanCopeland5 This is just an opinion piece.His conclusion.The COVID-19 vaccines have proven efficacy against infection with SARS-CoV-2, severe COVID-19, and they have proven efficacy against emerging SARS-CoV-2 variants.Absolute rubbish.Even Bill Gates agree.https://t.co/LFsxvar9c8",en,,,
2023-01-30 16:20:23+00:00,1fa332433a24ebbaaa66ef81dd5a9d1c3dd343d60070e242dcf68978eaaa8ee5,FDA Sued for Withholding COVID-19 Vaccine Safety Analyseshttps://t.co/3efYf9qLDZ #lawsuits #prison #dismantleFDA FRAUDULENT LIARS !,en,,,
2023-01-30 16:20:03+00:00,63b05107fd0128afb6efff6a5df29b710cce9788b3edd0a7f8ccd5a28b650b21,"@Newsweek If Elon Musk had purchased Twitter in January of 2020, pharmaceutical companies couldn鈥檛 have censored vitamin D treatments to save hundreds of thousands of Americans from severe symptoms and death from Covid 19, the vaccine would never have been given emergency authorization",en,,,
2023-01-30 16:19:42+00:00,73caf42dc8c4d635e5791bcdbbdc2969,"I鈥檓 April 2022 ,Deputy Minister for Health, Hon. Tina Mensah received 309,600 doses of AstraZeneca vaccines from the Government of Japan through the COVAX facility to support Ghana's COVID-19 vaccination campaign. #ManagingCOVIDInGhana https://t.co/2uG5JAbDlv",en,,,
2023-01-30 16:19:31+00:00,3c63aae665fa9f2da176faa35ae65f64,Kids 6 months+ can now receive safe &amp; effective COVID-19 vaccines. Talk to your child鈥檚 doctor &amp; help them #GetVaccinatedVisit https://t.co/NeoGk5P09b or call 833-422-4255 to find a vaccine near you.#99threefm #oxnard https://t.co/wSFFJCRyvJ,en,,,
2023-01-30 16:19:14+00:00,c1cfdb37d77c42e188df0c9f56d93662f6d7db877cd5d1a67aa1988cbc25e205,"As if all the physical side effects associated with COVID vaccines weren't enough, now we can add #psychosis to the mix:Dr. Peter McCullough @P_McCulloughMD Acute Psychosis after COVID-19 Vaccinationhttps://t.co/HjqvasHAgk#COVIDPsychosis#CrimesAgainstHumanity",en,,,
2023-01-30 16:19:08+00:00,630eba67a5764f14a26cd00c00add9e77a0b998ca9aff54c3be6fcccf7210728,"Neuseeland,schau einer an .     Adverse Events Following the BNT162b2 mRNA COVID-19 Vaccine (Pfizer-BioNtech) in Aotearoa New Zealand @SSRN https://t.co/Stw1esBNPp",en,,,
2023-01-30 16:19:01+00:00,8babc17df5d18b32cad7716bf0c76cd6,The Health District operates 6 COVID-19 vaccine clinics throughout the Las Vegas Valley. Go to聽https://t.co/MeukwMqBLK find the location nearest you. #COVID19 https://t.co/FVuZMNl4y5,en,,,
2023-01-30 16:17:34+00:00,1c3fad60f533f92e7eedeacd1f8658f2,WHO says Covid-19 remains a global health emergency#Europe#China#Infections#Britain#CDC#WHO#COVID19#VirusCrisis#USA#Pandemic#DrAnthonyFauci#Testing#Mandates#Masks#Deaths#Vaccine #Variants https://t.co/aS8ppXdbLI,en,,,
2023-01-30 16:17:31+00:00,aca22a429aa630fc11adb738b2ecdfaa410e577447ec350790eae9001265aadf,Breast milk &amp; transmission or passage of mRNA &amp; maternal vaccine to infants/babies: do not forget Hanna et al鈥檚 research.: 鈥淒etection of Messenger RNA COVID-19 Vaccines in Human Breast Milk鈥?(https://t.co/b0BYLac1HS),en,,,
2023-01-30 16:17:10+00:00,36e1870203027313ced1fd226b0c7bea53d5496383456b562feaef683720535e,Have questions about the #COVID19 #vaccines for kids? Join us for an Instagram Live event Wednesday to hear @unbiasedscipod and @aafp鈥檚 Dr. @SterlingRansone answer questions and talk facts about the shots. Watch here: https://t.co/NRKqnZGJAe. https://t.co/IpbVzKE5OF,en,,,
2023-01-30 16:17:05+00:00,aae1cc3360d5d078e0558876d0a61fbf,Q&amp;A: New #vaccine recommendations for COVID-19 @yale https://t.co/DPFfdm5ToQ,en,,,
2023-01-30 16:16:43+00:00,f1baf72b0f3cd2e16f7efbf5c7205a25,"#EveryDoseCounts! There are many options to receive your next #COVID19 dose at #HaltonON paediatric and community clinics. To find out how to get your COVID-19 vaccine, and up-to-date clinic times and locations, visit: https://t.co/41wBlbuepc https://t.co/5R3t5QfM49",en,,,
2023-01-30 16:16:19+00:00,e9061912afbc953eb0931efef4d7e5ec,"$CVAC: CureVac announces ""positive"" data in older adults from COVID-19 and Flu mRNA vaccine development programs https://t.co/UXbO1aC7xL",en,,,
2023-01-30 16:16:07+00:00,f7a91d820995ef24084c15f26979aa87ecf4b5a317e5a1ea92ee7a6a6ebe2fec,"The Canadian government, through the #COVAX facility in March 2022 donated 309,600 doses of AstraZeneca #COVID vaccines to the GoG to support the fight against COVID-19. #ManagingCOVIDInGhana",en,,,
2023-01-30 16:15:16+00:00,1fa332433a24ebbaaa66ef81dd5a9d1c3dd343d60070e242dcf68978eaaa8ee5,Pfizer Research Director Implicitly Acknowledged Its COVID-19 Vaccines 鈥楢ren鈥檛 Working鈥? Dr. Robert Malonehttps://t.co/xTqFenm3Cf Pfizer needs to be dismantled convicted and imprisoned rotten Satanists to kill the world !,en,,,
2023-01-30 16:14:03+00:00,36c8bc78cb43c1506aad87820c678ffd,"COVID-19 vaccines and boosters are effective at protecting people from getting seriously ill, being hospitalized, and even dying--especially people who are boosted. More info: https://t.co/vXnD9HIZ6U #StayAStepAhead #COVID19 https://t.co/YQ6rPo1kP7",en,,,
2023-01-30 16:12:09+00:00,a5679bd34a3e8eefd923502c0b56db893636d15efadcdcda4c3cf327477524a3,"A mild cold for you may be severe for others. Help keep Colorado healthy and reduce the strain of respiratory viruses on our healthcare system. Get your COVID-19 and flu vaccines, stay home when sick, and wash your hands. https://t.co/YQfa11QYno",en,,,
2023-01-30 16:11:11+00:00,1eacf492e547f93fbc426deee2d30293,@healthbyjames COVID-19 vaccines were never needed!!!,en,,,
2023-01-30 16:10:58+00:00,5f35329398cfb7e14eff359aef787662,@flnurse18 @Sam75193375 @healthbyjames Covid-19 is deadly. That people die from it should be a clue. That the vaccine is safe and effective is a fact.,en,,,
2023-01-30 16:10:26+00:00,1dd6bc66d03a6de64e1c3db755b39a68,鈥afety system. You might also wonder how they could insist all the while that the COVID-19 vaccines are being subjected to the most rigorous safety monitoring the world has ever known. I鈥檒l come back to that later.,en,,,
2023-01-30 16:10:25+00:00,1dd6bc66d03a6de64e1c3db755b39a68,"Finally! Zachary Stieber at the Epoch Times managed to get the CDC to release the results of its VAERS safety signal monitoring for COVID-19 vaccines, and they paint a very alarming picture (see his reporting and the data files here, or if that is behind a paywall then here).",en,,,
2023-01-30 16:10:17+00:00,c044554ba7a791dc00fa60ed02cb567c4a3e5a36661cce400bb0fb5a7eeee736,"The Canadian government, through the #COVAX facility in March 2022 donated 309,600 doses of AstraZeneca #COVID-19 vaccines to the Government of Ghana to support its fight against COVID-19. #ManagingCOVIDInGhana https://t.co/TDUIyMbQNt",en,,,
2023-01-30 16:10:00+00:00,1dd6bc66d03a6de64e1c3db755b39a68,"COVID-19 mRNA vaccine mimics COVID-19 infection, but instead of the whole virus, synthesize only severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike (S) protein for the immune response, without causing COVID-19 infection.",en,,,
2023-01-30 16:09:59+00:00,1dd6bc66d03a6de64e1c3db755b39a68,Study: Decoding COVID-19 mRNA Vaccine Immunometabolism in Central Nervous System: human brain normal glial and glioma cells by Raman imaging. Image Credit: Kateryna Kon/ShutterstockBackground,en,,,
2023-01-30 16:09:59+00:00,1dd6bc66d03a6de64e1c3db755b39a68,"In a recent study posted to the bioRxiv* preprint server, researchers studied how messenger ribonucleic acid (mRNA)-based BNT162b2 coronavirus disease 2019 (COVID-19) vaccine altered the biochemical composition of glial and glioma brain cells in vitro.",en,,,
2023-01-30 16:09:38+00:00,5d3469d71f5ee4c17a4dce644fc2fd94bc346af6067ac093f77d32ebd1306d06,鈥楾he flying vaccines鈥橦ow Ghana used drones to fight COVID-19 in Ghana. #ManagingCOVIDInGhana https://t.co/wuETC7sTwo,en,,,
2023-01-30 16:09:28+00:00,d60c9fc23fae0534a56614d6c86acd97e4727562dbcc18d5c5bfd7cf4a4b0865,Because Bill Gates companies create vaccines for 3rd world countries and I鈥檓 sure he was involved with COVID-19 and the vaccines which are deadly! Bill was people to stop eating meat and start eating plant based foods!! He can FO!,en,,,
2023-01-30 16:09:15+00:00,1c54ec044a1779d93e1ab36a7d0903e9,"@AmericanThorou3 @Cherylmm21 @WhiteWonderly @DrLoupis ""No Child has died from getting the vaccine.鈥淭he same cannot be said about having the COVID-19 virus,鈥?Dr. Chang says."" https://t.co/2KKZaYSfeA",en,,,
2023-01-30 16:08:58+00:00,41156265b8e1a45d02adaac6993885cc51a69a641a28f7ecfae3e771173414c3,"Wow. Great article @willhuntsberry @marxjesse @voiceofsandiego After the Vaccine, Republicans Became Far More Likely to Die with Covid-19 Than Democrats | Voice of San Diego https://t.co/GODPKSCbBh",en,,,
2023-01-30 16:08:23+00:00,3fdab4f38b7a030df02c305f1e2d813d40c4c2b695144af394971d2e61654951,@ericareportWhat say you?Pfizers own!Pfizer Research Director Implicitly Acknowledged Its COVID-19 Vaccines 鈥楢ren鈥檛 Working鈥? Dr. Robert Malone https://t.co/ZI76etTBL1,en,,,
2023-01-30 16:08:19+00:00,2a75bc3a95fea4dc707662174bb8a7650852d53e859ed256bc926927565cd880,"The mRNA covid-19 vaccine is safe, with all of this deadly side聽effects鈥?https://t.co/wak1DmitSi",en,,,
2023-01-30 16:08:13+00:00,5fe01292baacb88a44a646a3ab6a9ee78b2b94bc88445a933f33595e60d2cc3d,"The mRNA covid-19 vaccine is safe, with all of this deadly side聽effects鈥?https://t.co/4j8MzMF3xt",en,,,
2023-01-30 16:08:07+00:00,57579c21453434b9324d8b9a762cef3a5e21f5c39d57fbf40d788a49c1d5f90c,Two new studies paint encouraging picture of Covid-19 vaccine鈥檚 performance https://t.co/XIs1PjoNKt via @statnews,en,,,
2023-01-30 16:07:56+00:00,b31c5b16dc69b47c8739bfd827313243758c119622ea1a6e5a2d90963cfbe0ad,"@a_solveig96 @healthbyjames Honey no one is dying from Covid anymore. Now they are dying from blood clots, bleeding, strokes and cardiac arrests.  ( all have received their Covid 19 vaccines)",en,,,
2023-01-30 16:07:27+00:00,73caf42dc8c4d635e5791bcdbbdc2969,In 2021 Ghana鈥檚 Health Ministry received &amp; handed over 10 Cold Chain Toyota vehicles from B Medical Systems to the Ghana Health Service to enhance the fight against COVID-19. The vehicles were to help distribute vaccines to all levels of the population. #ManagingCOVIDInGhana https://t.co/OSVIAFznx0,en,,,
2023-01-30 16:07:24+00:00,ea2c37aefc35e948d9d1ea23be7ea27d,@healthbyjames Vaccines? Do you mean the COVID-19 experimental genetic therapy injection?,en,,,
2023-01-30 16:06:49+00:00,1f00e946196f320f167828112b9d147f770dcfc807c3dfa878ad99f1544ed7a1,@healthbyjames Are COVID-19 vaccines was needed?,en,,,
2023-01-30 16:06:25+00:00,4e6646dd34c90f8d72bd6decb475a3e1,"@BarryRamey100 @DrLoupis They鈥檙e also made in China, just like the vaccine鈥?And covered in toxic chemicals. Right on the side of the box it says that the masks do not prevent transmission of viruses/COVID-19. Too bad people can鈥檛 read.",en,,,
2023-01-30 16:05:55+00:00,d99c4b9fbf44a2245ed554da4add4ca2,The CoVid -19 vaccines must stop! https://t.co/Rutk40LXW6,en,,,
2023-01-30 16:05:54+00:00,4b46b2c25316716b3da7c52a2d52329599aa1915b9acfb1f018a3b2269566f44,"@healthbyjames The EU took action to help shorten the vaccine development timeline from 10-15 years to 12-24 months. By November 2021, the Commission had entered into agreements worth 鈧?1 billion on behalf of Member States for the procurement of up to 4.6 billion doses of Covid-19 vaccine.",en,,,
2023-01-30 16:05:38+00:00,1498d2b0a5e0661b14f9a19c7e8e22f0,"@catturd2 Apparently you are trying the old and failed theory that the vaccine was meant to prevent a person from catching Covid-19. This is almost never a factor in any vaccine. Most vaccines do not completely prevent infection, but minimize the infection from spreading within the body.",en,,,
2023-01-30 16:05:00+00:00,c53c1cc2bd81166b6b4fd500d9cac3ecff3c8bdbe1fb51cde2aa49c078e59f85,Sign the petition to the US Department of Health and Human Services: Stop Moderna from Quadrupling the price of its Covid-19 Vaccine![Please like and share if you signed this petition! Thanks!]https://t.co/qKSw34kaX5,en,,,
2023-01-30 16:04:07+00:00,5956946b8b5b05abb0c945da084847b94d80760f63d55348c0fc850c9a679c8c,@DC_Draino It was Moderna that had the vaccine patented before the Covid-19 Virus either escaped or was released.,en,,,
2023-01-30 16:03:56+00:00,aad7bda9f9a1dfb817aeeefa51afa804,Anyone else feel like January just flew by? It really did! Let鈥檚 not waste another minute without our COVID-19 vaccine or booster! Visit https://t.co/b0jCNu4oZI or call 832-927-8787 to find the vaccination center nearest to you and #GetVAXXED today! https://t.co/AjZv41WCi9,en,,,
2023-01-30 16:03:47+00:00,f20a7aa42f6343656f798a9f0de928b8c55220b3e29a701ba3f2d3aaddccf3c8,@healthbyjames 'Are COVID-19 vaccines still needed?'Were they ever?,en,,,
2023-01-30 16:03:25+00:00,04a82ec4323b8baf5972d458881c3247,Boost your immunity this winter by getting your flu and COVID 19 vaccine. To find out more about vaccinations https://t.co/16nLx9gPVn https://t.co/baxYhDNj3I,en,,,
2023-01-30 16:02:47+00:00,9a847dad000a9cdda0b8493d9047b3e9,The Food and Drug Administration is considering a major shift in the nation鈥檚 COVID-19 vaccine strategy. The goal is to simplify vaccination against COVID and perhaps adopt an approach similar to what is used for the flu vaccine with annual updates. https://t.co/rcqyGxqggb,en,,,
2023-01-30 16:02:41+00:00,04a82ec4323b8baf5972d458881c3247,Get your COVID-19 vaccine on Wednesday 1st February in Torquay anytime between 12:30pm and 15:30pm. There's no need to book! Please see the graphic for the full details. https://t.co/s9QqfDhpxH,en,,,
2023-01-30 16:02:11+00:00,83e862bf89604355512f874b244d87a1,"The #TCPHVaxMobile will be at Bedford Public Library on Thursday, Feb. 2, from 9 a.m. to 4 p.m. COVID-19 vaccines and boosters will be available for FREE, and limited Flu vaccines. Bring a photo ID and proof of age for children. https://t.co/rkrHsXZLNu https://t.co/mTY4RazYsm",en,,,
2023-01-30 16:02:08+00:00,3d6675d0814f6afb4648c0398f3498eb,You can get your flu and COVID-19 vaccines at any stage of pregnancy and they are safe if you are planning on breastfeeding. Vaccines are the best way to protect you and your baby. Don鈥檛 let your protection fade.Clinic info is available on our website - https://t.co/8Fxu3MhkCq https://t.co/glrW1HcO1d,en,,,
2023-01-30 16:01:54+00:00,f4c24a6de79e804e4f2b888039e867be,"@Super66nova @FreeRebel1973 Got COVID-19, and suddenly have cardiac problems?It's not related to the epithelial damage in your vascular system due to SARS-CoV2 binding with and hijacking those cells to make new and more interesting variants. Instead, it must be the now obsolete vaccines that don't infect.",en,,,
2023-01-30 16:01:36+00:00,9d3cd817457db8654caaf74d83748b614504f42dc8f1e7f5079cd46c5784a9d5,$CVAC - CureVac Announces Positive Data in Older Adults from COVID-19 and Flu mRNA Vaccine Development Programs https://t.co/DtFIjrpP9E,en,,,
2023-01-30 16:01:31+00:00,78c15e3e9a52806f71aea44adad1709b,COVID-19 and flu spread more quickly in winter and can cause serious illness. Vaccines are our best protection against these viruses.Find out if you鈥檙e eligible聽馃憠 https://t.co/0FqxpDq7Xy https://t.co/pc2NjRdr34,en,,,
2023-01-30 16:01:19+00:00,d36776808af2d2e0cb1532fe7154f1d67aeaddf7d276808fe9c712af575e8fb7,1. AstraZeneca 馃拪Size: 拢165B 鈿栵笍Revenue: 拢37.4B 馃挿Profit: 拢0.1B 馃挵Drug maker AstraZeneca is currently the biggest company in the FTSE 100 馃It has been boosted in recent years by the development of its Covid-19 vaccine 馃拤,en,,,
2023-01-30 16:01:16+00:00,9bd118c02cec430bcc936567b803f62b8cbd134e73fc2dd981790d02a64756b2,Project Veritas captured video that Pfizer has been engineering new COVID-19 strains in order to have vaccines ready for rollout.https://t.co/UZ9o6TDJAL,en,,,
2023-01-30 16:00:43+00:00,fd858d399b8e4c18195410f761c0d1f80d2017f5892f840fe1a18c919bc62b32,"Did you know, Ghana was the  first country in the world to receive COVID-19 vaccines from the COVAX Facility ?#ManagingCOVIDInGhana https://t.co/Lh2vf9Zh31",en,,,
2023-01-30 16:00:31+00:00,07c3fb28cbcbfd32c75ca07ab9f7cddc,Vaccines save lives! We partnered with the #Pakistan government to provide more than 7.8 million eligible children with #COVID-19 vaccines. Learn more here: https://t.co/s9Y2YQeGo1#CovidVaccine #VaccinesSaveLives #BetterHealthOutcome @USAID_Pakistan https://t.co/fdXxtyJaQD,en,,,
2023-01-30 16:00:22+00:00,596d445e9cc5a397f9e30f11d551d47a,@NPConquerer @StevenPremel @BrianMaudling @ABridgen Nucleic acid and viral vectored vaccines explained - COVID-19 vaccines - Vaccine Knowledge Project https://t.co/8WIMpw9UG5,en,,,
2023-01-30 15:59:42+00:00,1b72fc654fb1ccb181225cb86f71f488bcbd7e127e19920ecf3e4b5c53912f4e,"@healthbyjames After extensive research here at the prestigious twaddle, I鈥檝e concluded that if you鈥檙e not a Republican/conservative, right wing loon, the Covid-19 vaccine is 100% safe and effective for you against severe illness or death.",en,,,
2023-01-30 15:59:35+00:00,ce9b736f089f63268fc1b40f95440290,"Trump knew truth about virus in February, but lied then, continues to lie now.Trump makes up ""facts"", for crowd sizes, China pays for tariffs, pandemic is over, voter fraud, all for his own purposes.Trump has no credibility.Trump can't be trusted about a safe Covid-19 vaccine.",en,,,
2023-01-30 15:58:52+00:00,a84e92447414d221ebb3245401f4aa62,"In our opinion, the case for COVID-19 vaccine mandates may be stronger or weaker depending on perspective (we use the public health vs. clinical delineation, though there are many others). This piece is over two years in the making, and one I am most proud of.",en,,,
2023-01-30 15:58:52+00:00,a84e92447414d221ebb3245401f4aa62,"The discussion about whether COVID-19 vaccine mandates for healthcare workers are ""ethical"" always bothered me, because it got rid of any nuance or reasoning behind WHY. So, @BrianHutler, Justin Bernstein, and I wrote this piece, out now in Bioethics. https://t.co/coQ1eRYUlv",en,,,
2023-01-30 15:58:49+00:00,58c81c0e17739884c1d3468f712912522bb5cd4944dd11a37ac8973b1fe99bc6,Growing Number of Doctors Say They Won鈥檛 Get COVID-19 Booster Shotshttps://t.co/XoyGn5X6I3 - There is no way I will ever take another vaccine!,en,,,
2023-01-30 15:58:35+00:00,e4c2c1aa399a7784ba4d10027e72978d,Morristown to Hold COVID-19 Vaccine Clinic; Thursday Feb 2https://t.co/nffXVP0mvg,en,,,
2023-01-30 15:57:52+00:00,1e7509610c260b8c2194f8d23ca8bb10573c30fcc0fd979f19cff310fbfcd784,"PEOPLE, YOU HAVE TO LEARN MORE WHAT IS GOING ON WITHIN.....DR. 'RYAN COLE' ""A LOOK INSIDE 100 'COVID-19' 'PFIZER' 'MRNA' VACCINES"" WITH 'DEL BIGTREE' https://t.co/vjQRMWgf9p",en,,,
2023-01-30 15:57:18+00:00,b995af65b51d819d5654eb9a2801536b416160b90b8d13b94fc7810b3174e5cc,"@healthbyjames No. I know ppl that had a tough time in the hospital, or died from COVID-19 by not getting the vaccine.",en,,,
2023-01-30 15:56:56+00:00,0fabaea83a353401cfd1ab701b74196b2039da185039674ab7b92bcce3aadc5b,FDA Sued for Withholding COVID-19 Vaccine Safety Analyses. Let鈥檚 go 鈿栵笍馃嚭馃嚫鈿栵笍馃嚭馃嚫鈿栵笍 https://t.co/KvpskUDlpF,en,,,
2023-01-30 15:56:54+00:00,2daffea603ec82767b812fdffa6e2a853fbf1af260111cd48a8b03cffb9ff9e8,"""Treatments For 'Covid 19' &amp; 'MRNA' Vaccine Injured People"" Dr. 'Tau Braun' https://t.co/qpI1NpaVWl",en,,,
2023-01-30 15:56:34+00:00,46e394cd88a94c7bb2fde1511cf580ac,There is no avoiding the conclusion that BioNTech鈥檚 Covid-19 vaccine project must in fact have started before any Covid-19 cases had even been reportedhttps://t.co/aEd7bfFTlG@EdV1694,en,,,
2023-01-30 15:56:31+00:00,f6e2c0d6090806259abb138957aadab2c8b736f77439fdd1bb6c4633b82363ea,"@DVATW I think the original covid 19 variant was altered to be the most severe for obese people (what country has the most obese people?). As the virus mutated and weakened, in came the 鈥渧accines鈥?",en,,,
2023-01-30 15:56:11+00:00,b2fbec644b55cd160ee6e60254824a50,@SpecEd_Mom @Independent74PA @FiveTimesAugust @AdamKinzinger I do have a clue how it works. I work in Healthcare and with Doctors on a daily basis. And it hasn't been confirmed that many children have died from the COVID-19 vaccine. Literally nothing has confirmed that at all.,en,,,
2023-01-30 15:56:04+00:00,8186fb4540bc2e979e52c3a7d9b96f1e5bbb2f0356315d717f6ae1079eedc532,@healthbyjames Better question: We鈥檙e Covid 19 vaccines ever needed?,en,,,
2023-01-30 15:55:39+00:00,4725d588d338bfd99a22c01d91a9ae225ad8a04c2af1fa0ea48106fc571ba9ec,"In March 2022, the Canadian government, via the #COVAX facility, donated 309,600 doses of AstraZeneca COVID-19 vaccines to the Government of Ghana to aid in its COVID-19 battle. #ManagingCOVIDInGhana https://t.co/iJBVQa7KZx",en,,,
2023-01-30 15:55:15+00:00,8f7afe19fa5ff55905584eaec5893f77908fb83e78de91bbd8c2aa62c835eadf,"The Canadian government, through the #COVAX facility in March 2022 donated 309,600 doses of AstraZeneca #COVID-19 vaccines to the Government of Ghana to support its fight against COVID-19. #ManagingCOVIDInGhana https://t.co/4zZfYAjReG",en,,,
2023-01-30 15:55:08+00:00,be65c9418a3b5810ae91d30484ce53d0,"""A panel of independent experts that advises the US Food and Drug Administration on its vaccine decisions voted unanimously Thursday to update all Covid-19 vaccines [] means young children [] may soon be eligible to receive two-strain vaccines""https://t.co/bNMxdDrhdy",en,,,
2023-01-30 15:54:49+00:00,87c36539c77afe6e44d6ac58c8a3d648,"In March 2022, the Canadian government donated 309,600 doses of AstraZeneca COVID-19 vaccines to Ghana through the COVAX facility to aid the country's efforts against the virus. #ManagingCOVIDInGhana https://t.co/G99uuLwcu9",en,,,
2023-01-30 15:54:24+00:00,259b51cb5d2778e5433627b15274d25e35c40c5ad3cc6db2bd85875a7570e3f0,"The Canadian government, through the #COVAX facility in March 2022 donated 309,600 doses of AstraZeneca #COVID-19 vaccines to the GoG to support its fight against COVID-19. #ManagingCOVIDInGhana https://t.co/FLrnuwtI8V",en,,,
2023-01-30 15:54:20+00:00,f4d7b6e0d16ec94dc2cfaa19ecd76fcdf6d7db877cd5d1a67aa1988cbc25e205,"The Canadian government, through the #COVAX facility in March 2022 donated 309,600 doses of AstraZeneca #COVID-19 vaccines to the Government of Ghana to support its fight against COVID-19. #ManagingCOVIDInGhana https://t.co/m1pekceYF1",en,,,
2023-01-30 15:54:01+00:00,7e7f5f580f16c29609494359153f7207,"@LTCTheresaLong So, I suppose in 2020 you can see the impact of the COVID-19-virus as there was no vaccine then?",en,,,
2023-01-30 15:53:37+00:00,42bbb979d23351848a30b57de1f133ce6e5ad93bef95d9256c9a1f22a467ab04,@ericareport COVID-19 infection poses higher risk for myocarditis than vaccinesBy American Heart Association Newshttps://t.co/xKA0r2WAp8,en,,,
2023-01-30 15:52:05+00:00,30598dcb89a8302a71a75ca82097f083110ab5d4a3e4729fa83ee6f04cc90cb1,@DrAseemMalhotra @RetsefL @elonmusk Nobody can deny vaccines have side effects especially mRNA vaccines which was forced on people without enough safety clinical trials but in reality Anti-Vaccines movement was created to make people forget about how Covid-19 Pandemic virus is a bioweapon launched to kill people,en,,,
2023-01-30 15:51:57+00:00,fef78704fc8304002b02d60f6cae71ce1957c75a95883adae2513e423ba75d6d,"@healthbyjames Covid 19 ""vaccines"" are only needed for population control. Just say no.",en,,,
2023-01-30 15:51:27+00:00,728a10a0c68237c5533a2326580e5ad716e0879a47e53d7ec76bd285931febf0,"@healthbyjames I knew 5,the last passed away at a young age, all where primarily healthy prior to getting covid 19 vaccines and boosters",en,,,
2023-01-30 15:51:24+00:00,30598dcb89a8302a71a75ca82097f083110ab5d4a3e4729fa83ee6f04cc90cb1,@RWMaloneMD Nobody can deny vaccines have side effects especially mRNA vaccines which was forced on people without enough safety clinical trials but in reality Anti-Vaccines movement was created to make people forget about how Covid-19 Pandemic virus is a bioweapon launched to kill people,en,,,
2023-01-30 15:51:23+00:00,6fac630347fc16b783b89ba4f4b7dc7a8ea1710378c76cb62da8566507aae966,@carolvorders I want to understand is the regulator @MHRAgovuk in on the corruption?They are supposed to protect us from our of control big pharma.Do they?Petition: Launch a Public Inquiry into the approval process for covid-19 vaccines https://t.co/uR2rKm6PrI,en,,,
2023-01-30 15:51:19+00:00,23d2090dfa23077f6c3cff4fb701a468,"The only Covid-19 vaccines that are still needed are those from Russia!! And they banned them, innit",en,,,
2023-01-30 15:51:13+00:00,d51411a6c4b5251f8bc6a328d958dadf,@RepThomasMassie Just More Covid Vax lies from Tommy.    Fact Check-Study using Israeli emergency services data does not prove COVID-19 vaccines cause heart problems https://t.co/TAMyRzZDnI,en,,,
2023-01-30 15:50:56+00:00,5f728ef6b4d53c5f0316eae27a7be83b65f944c7b71ac19bdf2149743685968d,"Pfizer responds to Project Veritas exposing Pfizer director, denies 'mutating' COVID-19 virus for new vaccines | The Post Millennial | https://t.co/Mxzsfx5QP6 https://t.co/kSLV2k7WZ1",en,,,
2023-01-30 15:50:55+00:00,42bbb979d23351848a30b57de1f133ce6e5ad93bef95d9256c9a1f22a467ab04,"@ericareport After COVID-19 vaccines were available, Republicans had higher excess death rates than Democrats, with differences 鈥渃oncentrated in counties with lower vaccination rates.鈥漢ttps://t.co/affW2d7hIw",en,,,
2023-01-30 15:50:53+00:00,bebfbf35be3ee6630de61dec871e4b8b,"@Mckenzi79691567 @unhealthytruth @kcemenike @IanCopeland5 ""there is a robust &amp; statistically significant association between the weekly CA and ACS call counts, and the rates of 1st and 2nd vaccine doses administered to this age group. At the same time there is no observed statistically significant association between COVID-19 infection"" https://t.co/Vxb5XJNlDb",en,,,
2023-01-30 15:50:47+00:00,d0d19f3fd1901eb87be6d6f62ef6e52c,Why India did not allow Pfizer鈥檚 Covid-19 vaccine https://t.co/fiyQpQx313 via @The Daily Guardian,en,,,
2023-01-30 15:50:27+00:00,23291bf6ad8446e86845e97949ec6e4f,"With COVID-19 lockdowns lifted, China says it's back in business. But it's not so easy - WFAE-- News | The Perfect Enemy: https://t.co/yvxMfEbGP9.#Coverage #Economy #PublicHealth #Vaccines",en,,,
2023-01-30 15:50:06+00:00,0cdbbee8883d1d70dbce50335852e5ad,"With COVID-19 lockdowns lifted, China says it's back in business. But it's not so easy - WFAE-- News | The Perfect Enemy: https://t.co/e0jax3v2lc.#Coverage #Economy #PublicHealth #Vaccines",en,,,
2023-01-30 15:49:39+00:00,42bbb979d23351848a30b57de1f133ce6e5ad93bef95d9256c9a1f22a467ab04,"@DeniseM74871464 @BlueghostColin @unhealthytruth @ericareport After COVID-19 vaccines were available, Republicans had higher excess death rates than Democrats, with differences 鈥渃oncentrated in counties with lower vaccination rates.鈥?https://t.co/affW2d7hIw",en,,,
